,artist,title,words
10,Badlands,Heaven's Train,"Here's a little story 'bout a Mary on a muffin
She's a sugar when she's on her back
Tellin' old tales of how it used to be
And she said she's covered all the tracks
Laughin' all night
Drinkin' all night
Little Mary holds a naked heart
Showin' no cards
Hidin' no scars
Just you ask just what's inside of her
Such a sad, sad Mary
Sing a song for Mary
Love will find her way back home
Two o'clock dawns when Mary starts out broke
She's a-rockin' right around the clock
From the New York apple to the Hollywood city
Mary always finds a twisted plot
Laughin' all night
Drinkin' all night
She's a tattooed jungle star
Living her games
Bridges in flames
And she never thought she'd go too far
Such a sad, sad Mary
Sing a song for Mary
Love will find her way back home
Two o'clock dawns and Mary's gotta run
They say she's ridin' on a Heaven's train
All aboard Mary, now they say she's blown the whistle
And she's never comin' back again
Laughin' all night
Drinkin' all night
She's a tattooed jungle star
Living her games
Bridges in flames
And she never thought she'd go too far
Just remember Mary
Sing a song for Mary
Love will find her way back home
Just remember Mary
Sing a song for Mary
Love will find her way back home
Sing a song for Mary
Woo woo, heyEmbedShare Url:CopyEmbed:Copy"
11,Badlands,High Wire,"Standin' here, I got my eye on you
Your story bleeds, but there's no review
Honey drip and set my soul on fire
Stealin' hearts got me walkin' the wire
You're gonna lose control
All night long
When I find my love, love, love
High wire
Flash a smile, like a shiny blade
Everyone there thinks ya got it made
Sorry, child, can you take me higher
But you keep me hangin' on your lonely wire
You're gonna lose control
All night long
When I find my love, love, love
High wire
Oh, feels so good
You give me lovin' like no one could
You turn me child, inside out
Still you leave me drownin' in a sea of doubt
You're gonna lose control
All night long
You're gonna steal my soul, mama
You can't go wrong
When I find my love, love, love
High wire
Love, love, love
Oh, sweet child, I know where you come from now
High wire, baby
Oh, oh, ohEmbedShare Url:CopyEmbed:Copy"
12,Badlands,In a Dream,"When I'm down and feeling low
And confusion has touched my soul
How I need some place where I can hide away
Let me fall within your arms
Melt away this cold I feel
All I need is to hold you tonight
Hold me close when I'm cold
Let me hear your beating heart
Close my eyes far away in a dream
In the morning I wake
And I'm blessed by God's grace
Just to open my eyes to see your face
Hold you tonight, sweet child
Never let me go
Tell me everything, oh, will be alright
In the morning I wake
And I'm blessed by God's grace
Just to open my eyes to see your face
Just to open my eyes to see your faceEmbedShare Url:CopyEmbed:Copy"
13,Badlands,Lord Knows,"I've been waiting for the sun to shine
There's a shadow across my heart
Hard times and trouble, follow me wherever I go
As I look down my lonely road
Each night I pray the world will go my way
Hear these words, I cry
Lord knows I've tried
Lord knows I've tried
I tried to write you letters
To let my words betray all the fears inside my heart
If I had but one chance, to do it all again
The Heavens would shine on down
Surely show me my only, only way
Each night I pray the world will go my way
Hear these words, I try
Over and over, I keep on prayin' now
Lord knows I've tried
Lord knows I've tried
Yes, he does
Hey, alright
Oh, love is enough sweet Jesus
I've given all I can
You've taken everything I've got to give
It wasn't me who really shot that man
Now I know what you have in mind
A sweet, sweet dream is all I need
While I'm doing the rest of my time
Each night I pray the world will go my way
Hear these words, I cry
All I need's your guiding hand to see me through my lonely times
Lord knows I've triedEmbedShare Url:CopyEmbed:Copy"
14,Badlands,Love Don't Mean a Thing,"Oh, fuck me
When evening calls
And the black night's down on me
You give your love
For which I take
Blinded by the time I know
This lonely old boy's spinnin' 'round
Time don't wait for me no more
Love don't mean a thing without you girl, yeah
This love I know, yeah
She's tearin' me down inside
This babe I know, I know, I know
And don't make no mistake
Blinded by the time I know
This lonely old boy's spinnin' 'round
Time don't wait for me no more
Love don't mean a thing without you girl, yeah
My touch is in your eyes
Your fire burns inside me
Your healing hands can turn me around
Gonna turn I know
My touch is in your eyes
Your fire burns inside me
Your healing hands can turn me around
Gonna turn I know
Love don't mean a thing without you girl
Love don't mean a thing without ya by my side
Love don't mean a thing without you girl, yeah
Love don't mean a thing without you, yeah
Hey, hey, hey, hey, ooh
AlrightEmbedShare Url:CopyEmbed:Copy"
15,Badlands,Numb,"She told me that it's over
Now I can’t go one day sober
Whip the foreign like I stole it
All these drugs they got me rollin'
I feel numb, I feel numb
Everywhere I go baby I feel numb
Where am I going, where am I from
Stay in my lane gonna get me some
And I feel numb, I feel numb
Everywhere I go baby I feel numb
Where am I going, where am I from
Stay in my lane gonna get me some

All alone in my room when I hit the Puff
I don't need nobody, I don’t need your love
Wasted my time, I wasn't enough
I was down bad, I was feeling stuck
Now I'm up now, with the bros now
Spend a thousand on some clothes now
And I hate it when your name pops up in my phone
I hope you know I'm better when I'm on my own

She told me that it's over
Now I can't go one day sober
Whip the foreign like I stole it
All these drugs they got me rollin'
I feel numb, I feel numb
Everywhere I go baby I feel numb
Where am I going, where am I from
Stay in my lane gonna get me some
Baby I feel numb, I feel numb
Everywhere I go baby I feel numb
Where am I going, where am I from
Stay in my lane gonna get me some
She told me that it’s over
Can’t go one day sober
Whip the foreign like I stole
Drugs they got me rollin'
I feel numbEmbedShare Url:CopyEmbed:Copy"
16,Badlands,Ride the Jack,"Live on a subway ""Graffiti Hall""
Said it one more time
Taking time to save my soul
Still alive, in a bar maid
Said it weren't my time
Paid my dues they say belong
Ahh, ahh, somthing's wrong with the picture now
Ahh, ahh, the words don't seem to fit
Ahh, ahh, something's wrong with the picture now
Blood will spill
Everybody 'round town
Ride the Jack
You ride the Jack
Said it weren't my time
Nothin' to do but lay low
I know, I know, I know
Said it weren't my time
Set my dues, its eerie (oh)
Ahh, ahh, somthing's wrong with the picture now
Ahh, ahh, the words don't seem to fit
Ahh, ahh, something's wrong with the picture now
Blood will spill
Everybody 'round town
Rides the Jack
You ride the Jack
Ahh, ahh, somthing's wrong with the picture now
Ahh, ahh, the words don't seem to fit
Ahh, ahh, something's wrong with the picture now
Blood will spill
Everybody 'round this town
Rides the Jack
You ride the Jack
You ride the Jack
You ride the JackEmbedShare Url:CopyEmbed:Copy"
17,Badlands,Rumblin' Train,"Yeah, oh
Just a poor boy scratchin' my back on razor's edge
This razor's edge I call my home
Keep my thoughts inside myself down where they're born and bled
I'll prob'ly die by the fire I breath, yeah, yeah, yeah, I said
Here in my mind this crazy boy is a runaway train
No one's gonna steal my soul
I bite the bullet no more
Here in my heart this crazy boy he's a rumblin' train
Look out babe 'cuz here I come, yeah, yeah, yeah, yeah
Rumblin' train, train
Devil's river's runnin' wild in my veins
Kills no mind but feeds my soul
Every night a dirty lady in a different bed
I keep on playin' those hard-on games but I've got more in my head
Here in my mind this crazy boy is a runaway train
No one's gonna steal my soul
I bite the bullet no more
In my heart this crazy boy he's a rumblin' train
Look out babe 'cuz here I come, yeah, yeah, yeah, yeah
Rumblin' train
Rumblin' bad boy, bad boy on down
Rumblin' train
Rumblin' train, train, train, train, train
Ah, mamamamamamamy
Look out, shock
Rumblin' train
Rumblin' bad boy, bad boy all alive
Rumblin' train
Rumblin' bad boy always all alive
Alright
Crazy boy is a rumblin' train
Crazy boy is a runaway train
Crazy boy is on a permanent ride tonight
Yeah, yeah, yeah, yeah, yeah, yeah
Crazy boy is a rumblin' train
Crazy boy is a runaway train
Crazy boy is on a permanent ride tonight
Yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah
Smoke itEmbedShare Url:CopyEmbed:Copy"
18,Badlands,Seasons,"I know it's late, and the evenings gently giving ground
Shadows remain of the words that were never spoken
All the years that we once held in our hands
Just leave us to wonder still the winds are changing all the time
But I know it's too late
The seasons all gone by, oh, whoa
Oh, oh, oh, oh
Seasons can wait 'til a thousand years have come and gone
Stories we wrote all the days that were never counted
Time alone all the dreams we thought would never die
But then there's tomorrow for these dreams will save our lonely times
But I know it's too late
The seasons all gone by, oh, oh
Oh, oh, oh
Hear the crashing sound as time slips away
Feel the thunder ride the road
Wearing this chain on my hands that I'm sure to bare
Oh, love rain on you forever more, oh
Oh, listen
I know it's late, and the evening's gently giving ground
Shadows remain of the words that were never spoken
Though I dream sometimes dreams are all I know
Leave us to wonder though the winds are changing all the time
But I know it's too late
The seasons all gone by, oh, whoa
But I know it's too late
The seasons all gone by, oh, oh, oh
But I know it's too late
The seasons all gone by
Oh, feels so good, oh
And you feel so good, oh, oh
And things must change oh, for the center is now, oh
You can feel a change there's something in ya all
You just don't know, listen
Oh, oh
But I know it's too late
The seasons all gone byeEmbedShare Url:CopyEmbed:Copy"
19,Badlands,Shine On,"Yeah, alright
Born by a river
If you look into my eyes the river's end
People sometimes think I'm crazy
But I know this world's gone mad
Tell me why I can't explain
Way down inside I'm filled with pain
Shine on
Only you can set me free
Shine on
Close my eyes you're all I see
Shine on, shine on, shine on
Won't you turn your light on me
Oh my Lord, I've been a sinner
In my time I've seen my ways
And if I beg down on my knees
Would you hear these words I say
'Cause in the dark I need your vision
Don't let this poor soul fade away
Shine on
Only you can set me free
Shine on
Close my eyes you're all I see
Shine on, shine on, shine on
Won't you turn your light on me
Foolish anger is the flame
That burns inside, it calls your name
'Cause by a river, my soul is bleeding
Hold me now
Shine on
Only you can set me free
Shine on
Close my eyes you're all I see
Shine on, shine on, shine on
Only you
Shine on
Only you can set me free
Shine on
I close my eyes you're all I see
Shine on, shine on, shine on
Won't you turn your light on meEmbedShare Url:CopyEmbed:Copy"
20,Badlands,Show Me the Way,"So many times, I walked away from your love
So little time to show you the way I feel
All I know is that I need to hold on to your love
Lead me to your heart, oh
Show me the way now, baby
Show me the way now, darlin'
Open up your lovin' heart
Show me the way now, baby
I need to feel you in my arms
Show me the way into your heart
Just remember me baby, when I've gone away
Every time I feel the wind blow, I'll remember your way, yeah
So many times you held me close in times of need
And baby, it's time you bring me closer to your lovin' arms now, yeah
Show me the way now, baby
I need to feel you in my arms
Show me the way into your heart
Yeah, yeah, yeah
Show me the way now, baby
Open up your lovin' arms
Show me the way into your heart
Oh, yeah, yeah, yeah
Show me the way now, baby
Show me the way now, darlin'
Open up your lovin' heart, lovin' heart
Show me the way now, baby
I need to feel you in my arms now
Show me the way into your heart
Lead me, baby, to your lovin arms
I'll keep you dry in the pourin' rain, now, baby
And I'm lonely, baby
Every little day I'm closer to your lovin' arms, yeah, yeah
Show me the way, show me the way to your heart now, baby
Yeah, yeah
Show me the way into your lovin' arms and tell me that you're mineEmbedShare Url:CopyEmbed:Copy"
21,Badlands,Silver Horses,"Alright
Running on like the rising sun
Like a wild horse thundering on
Fly, fly, fly through the wind and storm
Now I'm running free
Heart and soul that's my old bag
I leave behind a trial of sorrow and pain
Cry, cry, Lord, he calls my name
Not even you could take the blame
Ride on, silver horses
Drive, drive past the wind
A candle burns for my tortured soul
In a chapel where she whispers my name
Pray, pray, pray just to pay my toll
For sins of yesterday
Ride on silver horses
Drive, drive past the wind
Ride on silver horses
Drive on past my sins
Ride on silver horses
Drive, drive past the wind
Ride on silver horses
Drive on past my sinsEmbedShare Url:CopyEmbed:Copy"
22,Badlands,Soul Stealer,"Oh
If you want my love
Just name a time and any place
If you want my love
Just name a time and any place, yeah, yeah
You need a backdoor, said I'd never leave
Oh, without a trace
If you want my heart
You can steal it if you want to
Yes, you can
If you want my heart
You can steal it if you want to, yeah, yeah
'Cause in your lovin' arms, sweet baby
Where you set me free, yeah, yeah, yeah
Take a chance on your love, sweet Jesus
Even though you're gonna break my heart with your evil ways
'Cause I love you, love you, love you, love you
Any time and any place now, baby
You ain't nothin' but a soul stealer
Think I'll take my chances
'Cause in your lovin' arms. sweet baby
Where you set me free-yeah
Any time, any place now baby
Oh, it's gonna make you blind
YeahEmbedShare Url:CopyEmbed:Copy"
23,Badlands,Streets Cry Freedom,"In the coldness of the city
Where the neon sleeps
And the streets show the pity
And the nights run deep
And every shadow seems to hold a hidden story
And every heart, oh, is a refugee
And the old ones hope
And the lost ones scream
The hustlers float
And the young ones dream
In the city
Livin' in the soul of the city
And the streets cry freedom
Do you stand or retreat
As you stare by the neon gods above
While you bask in the heat
And the streets cry freedom
As the blood runs cold
As you stare into the eyes of the walking ghosts
Who've lost their souls
In the summer's heat I'm weary
In the soul of the city
Potential's burning bright
In the Harlem halls
Have you ever lived looking down a shotgun barrel
When they said hey boy, this ain't your home
There ain't no cure for the bleeding heart
'Cause when you fall there's no second start in the city
There'll always be the soul of the city
And the streets cry freedom
As it burns in the heat
You stare by the neon gods above
While you bask in the heat
And the streets cry freedom
As the blood runs cold
You stare into the eyes of the walking ghosts
Who've lost their souls
There is no reason
For livin' in sin
I don't believe when they say hey boy, you better give in
You know I'll fight for what I know
'Til the day that I die
'Cause I'm better off dead
Then buried along with my pride
And the streets cry freedom
'Til the day that I die, yeah
'Til the day that I die
And the streets cry freedom
'Til the day that I die, yeah
'Til the day that I die, yeah
'Til the day that I die
'Til the day that I die, die, die, die, die, oh
Streets cry freedom
Potential's burning bright
Ohhh, oh
'Til the day that I die
'Til the day that I die
'Til the day that I die
'Til the day that I dieEmbedShare Url:CopyEmbed:Copy"
24,Badlands,Sun Red Sun,"Late one night through a purple sky
A vision touched my soul
Listening to the wind that night
My soul lost control
Five hundred years of voices carry on the wind
Each dawn I watched the sunset melt through an ocean blue
Aaaww, through an ocean blue
Sun red sun (sun)
You've been bleeding child for much too long
Sun red sun (sun)
You've been bleeding child for much too long
Yeah, yeah
Angels like red shed me of my sins
And freedom's touched my wings
Through this hour in the thick and thin
I stand alone again
Five hundred years of voices carry on the wind
Each dawn I watched the sunset melt through an ocean blue, oh
Sun red sun (sun)
You've been bleeding child for much too long
Sun red sun (sun)
You've been bleeding child for much too long
Much too long child, yeah
Each dawn I watched the sunset melt through an ocean blue
Five hundred years of voices carry on the wind
Aaaww, strong connection winds
Sun red sun (sun)
You've been bleeding child for much too long
Sun red sun (sun)
You've been bleeding child for much too long
Sun red sun (sun)
You've been bleeding child
You've been bleeding child
Bleeding child
Bleeding child, ohEmbedShare Url:CopyEmbed:Copy"
25,Badlands,The Fire Lasts Forever,"So woman, you give it all to me
Sweet child, more than I could bare
For the years gone by, traveled through the year
Sweet child, more than I could bare
We shared some hard times
Oh yes, we have
We've been through the sad times
But they're the best I ever had
Yes, it was
Well, I seen blue skies headin' on my way
Take my hand, walk that extra mile
Story's almost over
Pages are still turning
Aah, the fire lasts forever
Let it be my baby girl
It's time to set me free
Travelin' on this road for much too long
Long line, long line, long line
Until the search that I fly
Long lines tellin' in these hands
Shared some hard times
Oh yes, we have
Been through sad times
But they're the best I ever had
Well, I seen blue skies headin' on my way
Take my hand, walk that extra mile
Story's almost over
Pages are still turning
Aah, the fire lasts forever
Well, I seen blue skies headin' on my way
Take my hand, walk that extra mile
Story's almost over
Pages are still turning
Aah, the fire lasts forever
Well, I seen blue skies headin' on my way
Take my hand, walk that extra mile
Story's almost over
Pages are still turning
Aah, the fire lasts foreverEmbedShare Url:CopyEmbed:Copy"
26,Badlands,The Last Time,"Love, love, love, love
Oh my sweet, young child livin' heartache alone
Pictures cry on the wall
Whispered sins, never 'prise me to fall
Now you're twistin' it all
Wasted days are bringin' me down
Oh girl I'm losin' you
Shattered dreams spinnin' me 'round
Oh girl, what can I do
The last time
I said I'm fallin' in love
Girl, it's the last time
I said I'm fallin' in love
No, no, no, yeah
I remember that night and that very blind kiss
You knew I'd never love on a lie
But time after time I'd be down on my knees
Beggin' like never before
Wasted days are bringin' me down
Oh girl, I'm losin' you
Shattered dreams spinnin' me 'round
Oh girl, what can I do
The last time
I said I'm fallin' in love
Girl, it's the last time
I said I'm fallin' in love
No, no, no, yeah
Girl, it's the last time
I said I'm fallin' in love
Yes, it's the last time
I said I'm fallin' in love
You know, it's the last time
Baby, said I'm fallin' in love
The last time
I said I'm fallin' in love
No, no, no
Girl, it's the last time, yeah
I said I'm fallin' for your love
Last time for loveEmbedShare Url:CopyEmbed:Copy"
27,Badlands,The River,"Just a young man in an old steel town
I'm getting older now, it's time to look around
My brother John loves his needle and spoon
A cigarette hangs from his lip
Everyone 'round thinks he's so bad
He's really not that cool, no
And I know the reasons why
Deep inside he's not alive
He was born by a river
You know he'll die by the river now
'Cause deep inside my river's run dry
So many times did mother swallow her pride
Just to keep my old man's dreams alive
And I know, and I know someday we're gonna move on outta here
She says ""Jesus, Lord, don't give me no bad thoughts and bury me here.""
And I know the reasons why
And I know the reasons why
She was born by a river
Her blood flows through the river now
And deep inside my river's run dry
She was born by a river
Her blood flows through the river now
'Cause deep inside my river's run dry
Oh, take hold my hand and pray
Someday baby we're gonna find a way
Oh, oh
I know the reasons why
'Cause deep inside she lost her life
Yeah, yeah, yeah
She was born by a river
Her blood flows through the river now
Deep inside the river's run dry
She was born by a river
You know, we'll die by the river now
'Cause deep inside my river's run dry
Yeah, yeah, yeah
Ooh, yeah
We're born by the river now
You know, she'll die by the river now
Yeah, yeah, huummmEmbedShare Url:CopyEmbed:Copy"
28,Badlands,Tribal Moon,"Are you ready people to meet your time at the crossroad, yeah
Healing time is heading my way now
No devil man is gonna cast vibration down on me
Hear me call your name
I got no time to look back at what I've said and done
Don't you know my baby, I was born on that rising sun
And all the love I gave you girl I said was real
Backdoor lover's spinning like the wheel
Lonely road is gonna take me down easy
Lonely road, like a needle in the wind I ride
Dancin' with the wolves in the midnight holy hour baby
Troubled moon glows above my head now
No bloody story's gonna keep this poor boy on his knee
Gotta keep on rollin' straight ahead
I got not time to look back at what I've said and done
Don't you know my baby, I was born on that rising sun
And all the love I gave you girl I said was real
Your backdoor cyclone's spinning like the wheel
Lonely road is gonna take me down easy
Lonely road, like a needle in the wind I ride
Lonely road is gonna take me down easy
Lonely road, like a needle in the wind I ride
Dig it
Lonely road is gonna take me down easy
Lonely road, like a needle in the wind I ride
Lonely road is gonna take me down so easy
Lonely road, like a needle in the wind I ride
I hide
Lonely road is gonna take me down so easy
Lonely road, like a needle in the wind I ride, yeah
Tribal moon glows above my head
Is gonna take me down so easyEmbedShare Url:CopyEmbed:Copy"
29,Badlands,Voodoo Highway,"Yeah
Ha ha ha ha
Oh, it wasn't that bad was it
Y'all goin' to his show
Yeah
I'm a searching soul, um hmm
I'm a lonely man
Walkin' down
To the crossroads
Wake up on a Sunday mornin'
Heard a voice in my head
He's tellin' me lies tryin' to take me by surprise
Tryin' to take me down before I'm dead
Oh, down that Voodoo Highway
Oh, down that wicked road
Oh, down that Voodoo Highway
Poor old son, gonna find out the hard way
Oh, yes he is now
Mojo man ring my doorbell
Tell me somethin' what you need
I ain't gonna sign on no dotted line, no sir
Might as well make me bleed
Ah, I'll take my chance on Voodoo Highway
Oh, goin' down, down, down
Oh listen, I never joke a fool
Don't you know, I was born to fly down Voodoo Highway
Ah, don't you mess with me boy
I was born to fly
Down on Voodoo Highway, highway, highway
Aw, don't try to steal my soulEmbedShare Url:CopyEmbed:Copy"
